1024,0,100,0x7FB43557B54149CE,0x1593F24B861EB245,0x418186D229A82F1A,2500,0,0,0x593AD41593D2651A,0,0,0x34A167BD21CC21AA,0,0,0,0x3E0A1C6A4E77D783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1025,0,10,0x7FB43557B54149CE,0x450F99CE50083544,0x1380860381D67CA7,2500,0,0,0x593AD41593D2651A,0,0,0xAC82902CD571B79,0,0,0,0x3E0A1C6A4E77D783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1026,0,10,0x7FB43557B54149CE,0x4693318A66E8A0B7,0x369189C1D15BBA98,2500,0,0,0x593AD41593D2651A,0,0,0x530E7EB364E73480,0,0,0,0x3E0A1C6A4E77D783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1027,0,15,0x7FB43557B54149CE,0x6F392A12F973AEA5,0x283BF50955DE0690,2500,0,0,0x593AD41593D2651A,0,0,0x9672CE16A53B6B8,0,0,0,0x3E0A1C6A4E77D783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1028,0,5,0x7FB43557B54149CE,0x730E8686137B90ED,0x5F37EBFC980EAD4E,2500,0,0,0x593AD41593D2651A,0,0,0x1F888176AD0923FE,0,0,0,0x3E0A1C6A4E77D783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1029,0,50,0x7FB43557B54149CE,0x4808274DB2565C0D,0x67BED57F58A445FE,2500,0,0,0x593AD41593D2651A,0,0,0x2E402A509646084E,0,0,0,0x3E0A1C6A4E77D783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1030,0,15,0x7FB43557B54149CE,0x7397BA07E9E0325D,0x6B214F95B440EEA2,2500,0,0,0x593AD41593D2651A,0,0,0x2F73B5851A151572,0,0,0,0x3E0A1C6A4E77D783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1031,0,1,0x7FB43557B54149CE,0x65C83C5E46C88196,0x5874CBD669849EC3,1500,0,0,0,0,0,0x4658B1914E2CCA55,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x572050055E786D32,0,1,0
1032,0,10,0x7FB43557B54149CE,0x6E9F9D0D3AE59765,0x4B1BDA1DD9F64D2C,2000,1031,0,0,0,0,0x3E54E77F1721D4D4,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x572050055E786D32,0,1,0
1033,0,25,0x7FB43557B54149CE,0x200B9EAA7DF992A8,0x610C6697B240ACE7,2500,1032,0,0,0,0,0x7AE0422087D9F5B9,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x572050055E786D32,0,1,0
1034,0,3,0x7FB43557B54149CE,0x42C4C610AE16BD73,0x519E19B72C1056A2,3000,1033,0,0,0,0,0x767B0ADB685A4D72,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x572050055E786D32,0,1,0
1035,0,10,0x7FB43557B54149CE,0x185C3C78EBC24268,0x6C91C85C647B98D,1500,0,0,0,0,0,0x71F6F6F93D0B21B7,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x3D3BA2ECF4D30874,80,1,0
