1280,0,200,0x7FB43557B54149CE,0x3171D9BB6E1519AC,0x3214165D63CF6D13,2500,0,0,0x593AD41593D2651A,0,0,0x6C0D22333BC20DC5,0,0,0,0x3E0A1C6A4E77D783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x20C31474A20
1281,0,3,0x7FB43557B54149CE,0x3C8E09A04082DB5E,0x1F3F311E47FEF0CB,2500,0,0,0x593AD41593D2651A,0,0,0x1BB2D4AFB61E8FDD,0,0,0,0x3E0A1C6A4E77D783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x20C31474A20
1282,0,1,0x7FB43557B54149CE,0x359F26F3FE7B3E34,0x339AB2BF6C746E57,1500,0,0,0,0,0,0x4FAF8D293ED4AF49,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x572050055E786D32,0,1,0x20C383CB748
1283,0,100,0x7FB43557B54149CE,0x15E38FF835419F29,0x49F06A88DD6EEEE4,2000,1282,0,0,0,0,0x52FD992E694C284C,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x572050055E786D32,0,1,0x20C383CB748
1284,0,3,0x7FB43557B54149CE,0x3A4CC9109FA72702,0x4BD764B6A6E1D3D1,2500,1283,0,0,0,0,0x1B4F121BF19881EB,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x572050055E786D32,0,1,0x20C383CB748
1285,0,20,0x7FB43557B54149CE,0x6A3B487C924D7081,0x3E697903385DEA68,3000,1284,0,0,0,0,0x619848B05C2AD3B0,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x572050055E786D32,0,1,0x20C383CB748
1286,0,25,0x7FB43557B54149CE,0x1DBFC19533279BD1,0x3802BF35AB3E6C0,1500,0,0,0,0,0,0x431D23CBB1CE9948,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x4CC3C84FEEB4B041,20,1,0x20C383CB748
1287,0,100,0x7FB43557B54149CE,0x48E4F004511EEE67,0x4E4CBDE0CFAD3C36,2000,1286,0,0,0,0,0x2D4F8E1C096BDB46,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x4CC3C84FEEB4B041,20,1,0x20C383CB748
1288,0,25,0x7FB43557B54149CE,0x195BC77F835411CA,0x7BFC538E68F006CF,2500,1287,0,0,0,0,0x7D0ED198FBF5DF41,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x4CC3C84FEEB4B041,20,1,0x20C383CB748
1289,0,5,0x7FB43557B54149CE,0x78B5865817A3C321,0x618C791563FCFBF8,3000,1288,0,0,0,0,0x28CE65DA65FB8C20,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,1,1,0,0,0x4CC3C84FEEB4B041,20,1,0x20C383CB748
1290,0,23,0x7FB43557B54149CE,0x56778CDA5CDF54DF,0x3C27667698305904,5000,0,0,0,0x663C5435D8707D89,0,0x59A3688884E3812C,0,0,0,0x65E0F8450289B67B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0x20C31474A20
1291,0,14,0x7FB43557B54149CE,0x474EDEF2893DAED1,0x4CDA92F6CDCB29A,5000,0,0,0,0x663C5435D8707D89,0,0x5E1DC40BF20DFC2A,0,0,0,0x65E0F8450289B67B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0x20C31474A20
1292,0,23,0x7FB43557B54149CE,0x255CD64167FC9D64,0x6528F54EBEEC223F,5000,0,0,0,0x663C5435D8707D89,0,0x71202516FE133C11,0,0,0,0x65E0F8450289B67B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0x20C31474A20
1293,0,16,0x7FB43557B54149CE,0x57F49FD5E493248F,0x1BF1D9C81DFE4AC4,5000,0,0,0,0x663C5435D8707D89,0,0x5700EC22AEC11CEC,0,0,0,0x65E0F8450289B67B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0x20C31474A20
1294,0,1,0x7FB43557B54149CE,0x5235CB868A2E5BC1,0x721C78BD0BEA3224,2500,0,0,0,0x663C5435D8707D89,0,0x40E29C67A2B1BE8C,0,0,0,0x65E0F8450289B67B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0x20C31474A20
1295,0,1,0x7FB43557B54149CE,0x38BEF53143AF72BC,0x50B69DDA59DF99B1,2500,0,0,0,0x663C5435D8707D89,0,0xB9B42DD8D57F30B,0,0,0,0x65E0F8450289B67B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0x20C31474A20
1296,0,6,0x7FB43557B54149CE,0x663C5435D8707D89,0x4C67855311DB7AE6,5000,0,0,0,0,0,0x543DEA9E4D953116,0,0,0,0x65E0F8450289B67B,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0x20C31474A20
1297,0,1,0x7FB43557B54149CE,0x139C5D1048195803,0x4399C3B0F5584D0C,10000,0,0,0,0x2AF02ABAD4AEB7CD,0,0x18192E705AF1374,1,0,0,0x213C938FEC5A5E5B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0x20C31474A20
1298,0,1,0x7FB43557B54149CE,0x52D86F82675AAF1A,0xC53BF62A1B92DE1,10000,0,0,0,0x2AF02ABAD4AEB7CD,0,0x7D53C3D82A1DC71B,4,0,0,0x213C938FEC5A5E5B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0x20C31474A20
1300,0,100,0x7FB43557B54149CE,0xC564D52A7C51AD4,0x2B6D43926D5ADBC7,1500,0,0,0,0,0,0x182FDD30CC3DF959,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,2,1,0,0,0x33960BF06B2AB138,0,1,0x20C383CB755
1301,0,25,0x7FB43557B54149CE,0x3822203FC7C2EADF,0x4F6A8885BCD8A46A,2000,1300,0,0,0,0,0x70AB01A2B5A63A5A,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,2,1,0,0,0x33960BF06B2AB138,0,1,0x20C383CB755
1302,0,100,0x7FB43557B54149CE,0x3B13DC0E3C4BB2A2,0x5D5583E70414FC3,2500,1301,0,0,0,0,0x261E513DA96F3D55,0,0,0,0x1050E5E050547D18,0,0,0,0,0,0,0,0,0,2,1,0,0,0x33960BF06B2AB138,0,1,0x20C383CB755
