0,0
0,0
1,107478
2,215831
3,325066
4,435191
5,546213
6,658138
7,770975
8,884730
9,999412
10,1115027
11,1231584
12,1349090
13,1467553
14,1586980
15,1707380
16,1828759
17,1951128
18,2074492
19,2198861
20,2324243
21,2450646
22,2578078
23,2706547
24,2836062
25,2966632
26,3098265
27,3230970
28,3364756
29,3499630
30,3635603
31,3772683
32,3910880
33,4050201
34,4190657
35,4332256
36,4475009
37,4618923
38,4764010
39,4910278
40,5057737
41,5206396
42,5356266
43,5507356
44,5659677
45,5813237
46,5968048
47,6124120
48,6281462
49,6440085
50,6600000
51,6761217
52,6923747
53,7087600
54,7252787
55,7419319
56,7587207
57,7756462
58,7927095
59,8099118
60,8272541
61,0x0080E590
62,0x00839613
63,0x00864C31
64,0x008907F6
65,0x008BC96D
66,0x008E90A3
67,0x00915DA4
68,0x0094307A
69,0x00970934
70,0x0099E7DD
71,0x009CCC81
72,0x009FB72C
73,0x00A2A7EC
74,0x00A59ECD
75,0x00A89BDC
76,0x00AB9F26
77,0x00AEA8B7
78,0x00B1B89E
79,0x00B4CEE6
80,0x00B7EB9D
81,0x00BB0ED1
82,0x00BE388F
83,0x00C168E6
84,0x00C49FE1
85,0x00C7DD91
86,0x00CB2201
87,0x00CE6D41
88,0x00D1BF5F
89,0x00D51869
90,0x00D8786D
91,0x00DBDF7A
92,0x00DF4D9F
93,0x00E2C2EA
94,0x00E63F6B
95,0x00E9C330
96,0x00ED4E48
97,0x00F0E0C3
98,0x00F47AB1
99,0x00F81C20
100,0x00FBC520
