0x26F7568983161E0,0,0,0x53002345A5AB9C80,0x39B584C6C33328E6,0,0,0,0,0x1E275796A0D9A90B,0x2645DDC7B2B7ED1E,0x3CC8E5A08BCFB0E6,0
0x26F7568983161E0,1,1,0x314BED07C03FBA77,0x9190ED7F0DD52FA,0,0,0,0,0x1E275796A0D9A90B,0x7BAF323F6D3A9349,0x792D75723615EB91,0
0x26F7568983161E0,2,2,0x3A7F5138C4DA043D,0x111A826A2CBD6A0E,0,0,0,0,0x1E275796A0D9A90B,0x793C538DDF5F7713,0x1912CFE2BEDCD68B,0
0x26F7568983161E0,3,3,0xEBEB1D2B90743A6,0x4361BC63DE0848D3,0,0,0,0,0x35135790E8393359,0x41F8885992F3F138,0x7B6438EF19CDFC2C,0
0x26F7568983161E0,4,4,0x103B6A8FB22C3765,0x7664F631B276FACC,0,0,0,0,0x35135790E8393359,0x72801B8D08674AE7,0x1CE104F9E4FCF18B,0
0x26F7568983161E0,5,5,0x4EADF889A4C54948,0x47E1955BEA1FC19,0,0,0,0,0x35135790E8393359,0x274FF7E6B11DDC3,0x2B8D713E8F6E2E77,0
0x26F7568983161E0,6,6,0x5AE014FED080F087,0x4A324D42CF256472,0,0,0,0,0x35135790E8393359,0x5662C8275E46C80F,0x3A26764FCB7B9C7B,0
0x26F7568983161E0,7,7,0x40B4B4CE6D336BC3,0x3292E34998476E76,0,0,0,0,0x35135790E8393359,0xB607E8CDA93E1BD,0x26ABD50FB0369221,0
0x26F7568983161E0,8,8,0x6931A789AC843345,0x11844DF90C43C32C,0,0,0,0,0x35135790E8393359,0x66450FF00D3FA9F7,0x21DFCA0820BC1AA3,0
0x26F7568983161E0,9,9,0x108A00C8DA417C13,0x1C93858D6991C626,0,0,0,0,0x35135790E8393359,0x4BBF123C53D540E1,0x67B1557947DC3D25,0
0x26F7568983161E0,10,10,0x16438833FCE0BAF6,0x639A907FAE7467B1,0,0,0,0,0x35135790E8393359,0x7A38D7CD3ED54E6E,0x5DC9AC393CF97022,0
0x26F7568983161E0,11,11,0x77448DA5332F66F0,0x60A2E99CF0E191E1,0,0,0,0,0x35135790E8393359,0xA4A9235EBA84636,0x5656D31CB200AE22,0
0x26F7568983161E0,12,12,0x1D54985068A6FEC3,0x2B40461A235C9616,0,0,0,0,0x35135790E8393359,0x272575683D3B3AEB,0x384219FF89CF88B7,0
0x26F7568983161E0,13,13,0x2C69323BDF2D7EA2,0x2F75827412F48897,0,0,0,0,0x35135790E8393359,0xB15BB286D911A60,0xFED0440EB8ADF24,0
0x26F7568983161E0,14,14,0xC3EA5E04F9285CA,0x44149FA37D4D853F,0,0,0,0,0x35135790E8393359,0x760C6A009AAB10,0x30553E056E071594,0
0x26F7568983161E0,15,15,0x85408794E85D5F3,0x5B7536F294F156A6,0,0,0,0,0x35135790E8393359,0x31E0573DC17C291E,0x64F79FE8AD0E31B7,0
0x26F7568983161E0,16,16,0x393647102963755B,0x3E968F73A7D7E44E,0,0,0,0,0x35135790E8393359,0x46249E3A50749241,0x50071B2277701F9D,0
0x26F7568983161E0,17,17,0x3FAA8EA9F3DD38D9,0x5ABCA820CFAB2CD8,0,0,0,0,0x35135790E8393359,0x732836D578565E11,0x6D1C7D588CF14ED,0
0x26F7568983161E0,18,18,0x64A4C05DBBB003C4,0x23D45D79E7CC975D,0,0,0,0,0x35135790E8393359,0x4A7D12CC9450AF68,0x750D42B7BA48B244,0
0x26F7568983161E0,19,19,0x32BA17CAD8EC8E7F,0x2462544F3066322A,0,0,0,0,0x35135790E8393359,0x76B6488138A12F83,0x403F31F6D501877F,0
