200,0,100,0x5C57E42946F6E08C,0x780C2F604F99D74B,0x2A4F8D5C4A2A4F0F,500,0,0,0,0,0,0,1,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
201,1,250,0x5C57E42946F6E08C,0x780C2F604F99D74B,0x2A4F8D5C4A2A4F0F,1000,0,0,0,0,0,0,1,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
202,2,500,0x5C57E42946F6E08C,0x780C2F604F99D74B,0x2A4F8D5C4A2A4F0F,2000,0,0,0,0,0,0,1,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203,3,750,0x5C57E42946F6E08C,0x780C2F604F99D74B,0x2A4F8D5C4A2A4F0F,3000,0,0,0,0,0,0,1,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,4,1000,0x5C57E42946F6E08C,0x780C2F604F99D74B,0x2A4F8D5C4A2A4F0F,5000,0,0,0,0,0,0x7B7B8D4DDA912881,1,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
205,0,100,0x5C57E42946F6E08C,0x497DF827743010C3,0x4B3884FFB8EB810A,500,0,0,0,0,0,0,11,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
206,1,200,0x5C57E42946F6E08C,0x497DF827743010C3,0x4B3884FFB8EB810A,1000,0,0,0,0,0,0,11,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
207,2,300,0x5C57E42946F6E08C,0x497DF827743010C3,0x4B3884FFB8EB810A,2000,0,0,0,0,0,0,11,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
208,3,400,0x5C57E42946F6E08C,0x497DF827743010C3,0x4B3884FFB8EB810A,3000,0,0,0,0,0,0,11,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
209,4,500,0x5C57E42946F6E08C,0x497DF827743010C3,0x4B3884FFB8EB810A,5000,0,0,0,0,0,0x25BB47FA6FCC72BA,11,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
210,0,50,0x5C57E42946F6E08C,0x7BFF3D8DB7BB109E,0x5AB7BB93E66A1A22,500,0,0,0,0,0,0,14,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
211,1,100,0x5C57E42946F6E08C,0x7BFF3D8DB7BB109E,0x5AB7BB93E66A1A22,1000,0,0,0,0,0,0,14,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
212,2,150,0x5C57E42946F6E08C,0x7BFF3D8DB7BB109E,0x5AB7BB93E66A1A22,2000,0,0,0,0,0,0,14,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213,3,200,0x5C57E42946F6E08C,0x7BFF3D8DB7BB109E,0x5AB7BB93E66A1A22,3000,0,0,0,0,0,0,14,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
214,4,250,0x5C57E42946F6E08C,0x7BFF3D8DB7BB109E,0x5AB7BB93E66A1A22,5000,0,0,0,0,0,0x5E99F1897883E7F2,14,0,0,0x45A19FA3A426F89C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
215,0,500,0x7ECD2F25FD60F375,0x14B7133A39A0456E,0x7EF27B4DAF600FA3,5000,0,0,0x22BDC91B7A279C05,0,0,0x76ADC5B43735C75,0,0,0,0x22BDC91B7A279C05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
216,0,500,0x70418D65A32A8D17,0x14B7133A39A0456E,0x7EF27B4DAF600FA3,5000,0,0,0x22BDC91B7A279C05,0,0,0x76ADC5B43735C75,0,0,0,0x22BDC91B7A279C05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
217,0,500,0x3FE185BE04328801,0x14B7133A39A0456E,0x7EF27B4DAF600FA3,5000,0,0,0x22BDC91B7A279C05,0,0,0x76ADC5B43735C75,0,0,0,0x22BDC91B7A279C05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
218,0,500,0x621CA371808F856E,0x14B7133A39A0456E,0x7EF27B4DAF600FA3,5000,0,0,0x22BDC91B7A279C05,0,0,0x76ADC5B43735C75,0,0,0,0x22BDC91B7A279C05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
219,0,500,0x721D7E71414C058F,0x14B7133A39A0456E,0x7EF27B4DAF600FA3,5000,0,0,0x22BDC91B7A279C05,0,0,0x76ADC5B43735C75,0,0,0,0x22BDC91B7A279C05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220,0,500,0x7BB321718EF0E454,0x14B7133A39A0456E,0x7EF27B4DAF600FA3,5000,0,0,0x22BDC91B7A279C05,0,0,0x76ADC5B43735C75,0,0,0,0x22BDC91B7A279C05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
221,0,500,0x33A681C976E8D9F1,0x14B7133A39A0456E,0x7EF27B4DAF600FA3,5000,0,0,0x22BDC91B7A279C05,0,0,0x76ADC5B43735C75,0,0,0,0x22BDC91B7A279C05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222,0,250,0x2E59EA5D66B39FE3,0x49B586D05AAA0209,0x494BE20E0AE54646,5000,0,0,0x22BDC91B7A279C05,0,0,0x348ED007850E4436,0,0,0,0x22BDC91B7A279C05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
223,0,250,0x24A4FE8FD78A2D91,0x14B7133A39A0456E,0x7EF27B4DAF600FA3,5000,0,0,0x22BDC91B7A279C05,0,0,0x76ADC5B43735C75,0,0,0,0x22BDC91B7A279C05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
224,0,250,0x4A9ACE0557715BCE,0x67536F932F6AEB36,0x5B3C69AB88F8A086,5000,0,0,0x22BDC91B7A279C05,0,0,0x2E53FB14B3AD8A76,0,0,0,0x22BDC91B7A279C05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
225,0,1,0x7ECD2F25FD60F375,0x5A2BA340560103B3,0x4E1B389A06FF67BB,5000,0,0,0x178A1E0647FADAE8,0,0,0x7EBFA52A1ABF21AD,0,0,0,0x178A1E0647FADAE8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226,0,1,0x70418D65A32A8D17,0x5A2BA340560103B3,0x4E1B389A06FF67BB,5000,0,0,0x178A1E0647FADAE8,0,0,0x7EBFA52A1ABF21AD,0,0,0,0x178A1E0647FADAE8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
227,0,1,0x3FE185BE04328801,0x5A2BA340560103B3,0x4E1B389A06FF67BB,5000,0,0,0x178A1E0647FADAE8,0,0,0x7EBFA52A1ABF21AD,0,0,0,0x178A1E0647FADAE8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
228,0,1,0x621CA371808F856E,0x5A2BA340560103B3,0x4E1B389A06FF67BB,5000,0,0,0x178A1E0647FADAE8,0,0,0x7EBFA52A1ABF21AD,0,0,0,0x178A1E0647FADAE8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
229,0,1,0x721D7E71414C058F,0x5A2BA340560103B3,0x4E1B389A06FF67BB,5000,0,0,0x178A1E0647FADAE8,0,0,0x7EBFA52A1ABF21AD,0,0,0,0x178A1E0647FADAE8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230,0,1,0x7BB321718EF0E454,0x5A2BA340560103B3,0x4E1B389A06FF67BB,5000,0,0,0x178A1E0647FADAE8,0,0,0x7EBFA52A1ABF21AD,0,0,0,0x178A1E0647FADAE8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
231,0,1,0x33A681C976E8D9F1,0x5A2BA340560103B3,0x4E1B389A06FF67BB,5000,0,0,0x178A1E0647FADAE8,0,0,0x7EBFA52A1ABF21AD,0,0,0,0x178A1E0647FADAE8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
232,0,1,0x2E59EA5D66B39FE3,0x5A2BA340560103B3,0x4E1B389A06FF67BB,5000,0,0,0x178A1E0647FADAE8,0,0,0x7EBFA52A1ABF21AD,0,0,0,0x178A1E0647FADAE8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
233,0,1,0x24A4FE8FD78A2D91,0x5A2BA340560103B3,0x4E1B389A06FF67BB,5000,0,0,0x178A1E0647FADAE8,0,0,0x7EBFA52A1ABF21AD,0,0,0,0x178A1E0647FADAE8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
234,0,1,0x4A9ACE0557715BCE,0x5A2BA340560103B3,0x4E1B389A06FF67BB,5000,0,0,0x178A1E0647FADAE8,0,0,0x7EBFA52A1ABF21AD,0,0,0,0x178A1E0647FADAE8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
235,0,15,0x7FB43557B54149CE,0x539CBD04B9471EE4,0x44DD03D9EA105218,1000,0,0,0,0,0,0x3543D8F3F9F8CB00,0,0,0,0x1F8D89CF6511B4A6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
236,0,10,0x7FB43557B54149CE,0x2DC09A051D45038D,0x362F255500A2A1DD,1000,0,0,0,0,0,0x5819E33F5517A5E7,0,0,0,0x1F8D89CF6511B4A6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
237,0,15,0x7FB43557B54149CE,0x458E8316073535C4,0x3E4BD44FFBD818A1,1000,0,0,0,0,0,0x4CBA680937A670DB,0,0,0,0x1F8D89CF6511B4A6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
238,0,15,0x7FB43557B54149CE,0x515B8F2BD79567F8,0x22F495ADDBA475FD,1000,0,0,0,0,0,0x18F649C5A3C51847,0,0,0,0x1F8D89CF6511B4A6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
239,0,15,0x7FB43557B54149CE,0x180122E749FB5A26,0x6746CC26F5D78EE3,1000,0,0,0,0,0,0x552936AA331532B5,0,0,0,0x1F8D89CF6511B4A6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
240,0,15,0x7FB43557B54149CE,0x6DAF88D537C4AE9D,0x1CFD6927C6229188,1000,0,0,0,0,0,0x6647F1663F27EC90,0,0,0,0x1F8D89CF6511B4A6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
241,0,10,0x7FB43557B54149CE,0x4733DEEA0D442BF1,0x2433A67729F48C4E,1000,0,0,0,0,0,0x439C3919184460FE,0,0,0,0x1F8D89CF6511B4A6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
242,0,15,0x7FB43557B54149CE,0x4749DB0B7B2D6E3,0x41D0E50B8E8B87F3,1000,0,0,0,0,0,0x13DE27D5E0E3FAE5,0,0,0,0x1F8D89CF6511B4A6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
243,0,15,0x7FB43557B54149CE,0x4D6B858AD789777,0x308E63A1B4556E96,1000,0,0,0,0,0,0x114820E6DC864C66,0,0,0,0x1F8D89CF6511B4A6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
244,0,7,0x7FB43557B54149CE,0x522726CF51951B8,0x5571AD58BDBE411A,2500,0,0,0,0x4829B4727BF98B59,0,0xDDF74B317C917AA,0,0,0,0x3D55B67873F376BF,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
