0x2580570083C8795A,-55,12,-56,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x1039F66708E1D597,29,-23,-80,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x44214C17F34996EA,-25,0,-64,0,0,0,1024,256,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x28D36F686569F6DB,0,0,0,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x5FD15D3E3A7A9B0C,-15,-3,-92,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x4EF408B2B3E35377,7,-15,-39,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x181D603CAEFE4CDB,0,0,0,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x283455A968205009,78,6,-78,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x3B0E53F588197120,40,0,-31,0,0,0,1024,256,0,0,0x42D00000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x54C9BAB69F2A2D2A,0,0,0,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x497D3824E705398C,0,-28,-91,0,0,0,1024,512,0,0,0x42D00000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x5D9ABB421C753FF2,0,19,-81,0,0,0,1024,512,0,0,0x42D00000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x66ADEB4D1A0422D2,53,-11,-66,0,0,0,1024,512,0,0,0x42D00000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x42F6B4F6DD8585AC,124,13,-45,0,0,0,1024,256,0,0,0x42D00000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x35A57559D3BDC159,-28,-44,-76,0,0,0,1024,256,0,0x40800000,0x42D00000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x3003D1FC53331A5B,37,-33,-88,0,0,0,512,512,0,0,0x42D80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0xA9DD31E84AAAB4E,0,0,0,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x7847B8511647815A,0,0,0,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x5243385728E38AA9,114,-24,-39,0,0,0,1024,256,0,0xC0A00000,0x42D00000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x6F8AE16433FBA11C,27,-45,-92,0,0,0,1024,512,0,0x41000000,0x42D00000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x196B2477923B2F7F,0,0,0,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
0x5F1D38574585B35E,-16,-31,-70,0,0,0,1024,512,0,0,0x42C80000,0,0,0,0,0,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B,0x20BFDBAE94B
