0,0x20C3FA25FC3,0x3FCF22C8C739F535,0x20D97F7C8385553E,0x4CD85DA54E34F20A,0,0,0x206FB0C51F589583,0x2C00D7D5F116330F,0
0,0x20C3FA25ED0,0x74BE9E1EC06FB40F,0x20D97F7C8385553E,0x23631E606828D668,0,0,0,0x2C00D7D5F116330F,0
0,0x20C3FA34F7B,0x43A4635E8DF53744,0xC70E59DBA98CF81,0x23631E606828D668,0,0,0,0,0
0,0x20C3FA2C40B,0x60AF018A532F7D24,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0,0,0
1,0x20C3FA2DFC8,0x1237EC618BDCD01C,0x2FB6919EC129667C,0x4CD85DA54E34F20A,0,1,0,0,0
2,0x20C3FA276EE,0x5FA0B8DFDDFE3ACB,0x4CA2BC08C1A6BCF6,0x23631E606828D668,0,0,0,0,0
3,0x20C3FA34CB4,0x44FB0FADA39F7D46,0x7C692B8EB31F67EB,0x4CD85DA54E34F20A,0,0,0,0,0
4,0x20C3FA333D8,0x4AC90A5785FF2BE7,0x27328F764C0BBB70,0x6DA6061FD1E081BD,0,0,0,0,0
5,0x20C3FA242CB,0x53A0B107D90FD9C8,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0,0,0x2C00D7D5F116330F,0
6,0x20C31474A20,0x7BB2D755872A5BE5,0x75A5FB9B890AD416,0x4CD85DA54E34F20A,0,1,0,0,0
7,0x20C3FA2F210,0x4778F70CED97FF49,0x7C692B8EB31F67EB,0x4CD85DA54E34F20A,0,0,0,0,0
8,0x20C3FA34849,0x3BD223522069162E,0x27FCF589AE53DA66,0x6DA6061FD1E081BD,0,0,0,0,13
8,0x20C31474A20,0x68A2BD4329C868CC,0x6E2E66060A72F89C,0x6DA6061FD1E081BD,0,0,0,0,13
9,0x20C3FA2AAFA,0x408A6F79F0AF2A10,0x19AB8A015671D37B,0x4CD85DA54E34F20A,0,0,0,0,0
10,0x20C3FA263E0,0x2BD368B584692F72,0x20D97F7C8385553E,0x6DA6061FD1E081BD,0,0,0,0x2C00D7D5F116330F,0
11,0x20C3FA2D086,0x997DA351C83F2FF,0x2FB6919EC129667C,0x6DA6061FD1E081BD,0,0,0,0,0
12,0x20C31474A20,0x7BB2D755872A5BE5,0x75A5FB9B890AD416,0x4CD85DA54E34F20A,0,0,0,0,0
13,0x20C3FA34CB4,0x44FB0FADA39F7D46,0x7C692B8EB31F67EB,0x4CD85DA54E34F20A,0,0,0,0,0
14,0x20C3FA30515,0x226AC53730704339,0x133AFE50D7CDA297,0x6DA6061FD1E081BD,0,0,0,0,0
15,0x20C3FA2B95B,0x70CB1C2DA27E0190,0x20B610205F2C6E01,0x1A7CE19BAA54C278,0,1,0x206FB0C51F589583,0x2C00D7D5F116330F,0
16,0x20C3FA2BBDA,0xF67DAF3C7CF7144,0x43391A0572202ED4,0x4CD85DA54E34F20A,0,0,0,0,0
17,0x20C31474A20,0x7BB2D755872A5BE5,0x75A5FB9B890AD416,0x4CD85DA54E34F20A,0,0,0,0,0
18,0x20C3FA2EFA3,0x5560FD544A44A393,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0,0,0x2C00D7D5F116330F,0
