109,0,50,0x7ECD2F25FD60F375,0x7BFF3D8DB7BB109E,0x72708762FBBD1B52,500,0,0,0x21FC1B7DDC0EA11B,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110,1,250,0x7ECD2F25FD60F375,0x7BFF3D8DB7BB109E,0x72708762FBBD1B52,750,0,0,0x21FC1C7DDC0EA2CE,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111,2,750,0x7ECD2F25FD60F375,0x7BFF3D8DB7BB109E,0x72708762FBBD1B52,1250,0,0,0x21FC1D7DDC0EA481,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,3,1500,0x7ECD2F25FD60F375,0x7BFF3D8DB7BB109E,0x72708762FBBD1B52,2000,0,0,0x21FC1E7DDC0EA634,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,4,2500,0x7ECD2F25FD60F375,0x7BFF3D8DB7BB109E,0x72708762FBBD1B52,3000,0,0,0x21FC1F7DDC0EA7E7,0x57AD3B58FDD4BFB7,0,0x48622B338B826982,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
114,0,50,0x7ECD2F25FD60F375,0x46422DECC5803401,0x4BA488745645B8F5,500,0,0,0x1F6B1719B73BC762,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
115,1,250,0x7ECD2F25FD60F375,0x46422DECC5803401,0x4BA488745645B8F5,750,0,0,0x1F6B1619B73BC5AF,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
116,2,750,0x7ECD2F25FD60F375,0x46422DECC5803401,0x4BA488745645B8F5,1250,0,0,0x1F6B1519B73BC3FC,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
117,3,1500,0x7ECD2F25FD60F375,0x46422DECC5803401,0x4BA488745645B8F5,2000,0,0,0x1F6B1419B73BC249,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
118,4,2500,0x7ECD2F25FD60F375,0x46422DECC5803401,0x4BA488745645B8F5,3000,0,0,0x1F6B1319B73BC096,0x57AD3B58FDD4BFB7,0,0x6694481EE213E0DF,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
119,0,50,0x7ECD2F25FD60F375,0x289883E2F7A6AF52,0xD86A38374BB2AEC,500,0,0,0x23BDDA267088E1F9,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
120,1,250,0x7ECD2F25FD60F375,0x289883E2F7A6AF52,0xD86A38374BB2AEC,750,0,0,0x23BDD7267088DCE0,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
121,2,750,0x7ECD2F25FD60F375,0x289883E2F7A6AF52,0xD86A38374BB2AEC,1250,0,0,0x23BDD8267088DE93,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
122,3,1500,0x7ECD2F25FD60F375,0x289883E2F7A6AF52,0xD86A38374BB2AEC,2000,0,0,0x23BDDD267088E712,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
123,4,2500,0x7ECD2F25FD60F375,0x289883E2F7A6AF52,0xD86A38374BB2AEC,3000,0,0,0x23BDDE267088E8C5,0x57AD3B58FDD4BFB7,0,0x64D2CF50A10C6994,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
124,0,3,0x7ECD2F25FD60F375,0x9C59D60380F570A,0xBD6FF8DE83B32B,500,0,0,0x2DB8F520A997A4C0,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
125,1,6,0x7ECD2F25FD60F375,0x9C59D60380F570A,0xBD6FF8DE83B32B,750,0,0,0x2DB8F820A997A9D9,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
126,2,9,0x7ECD2F25FD60F375,0x9C59D60380F570A,0xBD6FF8DE83B32B,1250,0,0,0x2DB8F720A997A826,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
127,3,12,0x7ECD2F25FD60F375,0x9C59D60380F570A,0xBD6FF8DE83B32B,2000,0,0,0x2DB8FA20A997AD3F,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
128,4,15,0x7ECD2F25FD60F375,0x9C59D60380F570A,0xBD6FF8DE83B32B,3000,0,0,0x2DB8F920A997AB8C,0x57AD3B58FDD4BFB7,0,0xBD6FF8DE83B32B,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
129,0,2,0x7ECD2F25FD60F375,0x6C856D95DB14B8C6,0x40C5F17C140F26FB,500,0,0,0x74383F306653E1FF,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
130,1,4,0x7ECD2F25FD60F375,0x6C856D95DB14B8C6,0x40C5F17C140F26FB,750,0,0,0x743840306653E3B2,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
131,2,6,0x7ECD2F25FD60F375,0x6C856D95DB14B8C6,0x40C5F17C140F26FB,1250,0,0,0x743841306653E565,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
132,3,8,0x7ECD2F25FD60F375,0x6C856D95DB14B8C6,0x40C5F17C140F26FB,2000,0,0,0x74383A306653D980,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
133,4,10,0x7ECD2F25FD60F375,0x6C856D95DB14B8C6,0x40C5F17C140F26FB,3000,0,0,0x74383B306653DB33,0x57AD3B58FDD4BFB7,0,0x60FB05A5F262C6ED,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
134,0,5,0x7ECD2F25FD60F375,0x5870DF5ED04A8F11,0x5AC8F88A935E355B,500,0,0,0xE18ED78C7B011B6,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
135,1,10,0x7ECD2F25FD60F375,0x5870DF5ED04A8F11,0x5AC8F88A935E355B,750,0,0,0xE18EC78C7B01003,0x57AD3B58FDD4BFB7,0,0,0,0,0,0x35135790E8393359,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
