0x2D53AE938B49A6FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF440,0,0,0,0
0x277FE05E21FE4DE4,0,0,250,0x5B97B08DD434073D,0,250,0,0,0,0,0,0,0,0,0,0x20C384EF446,0,0,0,0x2D98F344EA465DF4
0x33ED9170805D825C,0xE58E352069BC0A5,0,250,0x37571C945B9F1E96,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF450,1,0,1,0
0x5243375728E388F6,0x59419D47968C50CF,0,500,0x7307F05BB0A5B535,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF457,1,0,1,0
0x6F8AE26433FBA2CF,0x7E6908C283302BE8,0,500,0x7307F05BB0A5B535,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF457,1,0,2,0
0x5BF4DC6DCF1D2340,0x5A37062F95F531D1,0,750,0x256A8195CF90DEE,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF45F,1,0,1,0
0x2580580083C87B0D,0xBBE0E892C72AF46,0,1250,0x89C5407B545B39A,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF463,1,0,2,0
0x5B3E3AAE603F948E,0x71609DF31B5C4447,0,1000,0x1731F3C21BFD3FF4,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF466,1,0,1,0
0x485D0C5E33D67E78,0x3B007265FE6119A9,0,1500,0x243FE107269BF016,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF469,1,0,4,0
0x3B0E54F5881972D3,0x3A8CABA79A056FC4,0,2000,0x4A690F477C7EB9D1,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF470,1,0,4,0x2D98F344EA465DF4
0x23D9723A892EEAA2,0x1A377DB5BFA579F3,0,2500,0x4A690F477C7EB9D1,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF470,1,0,4,0x2D98F344EA465DF4
0x42F6B5F6DD85875F,0x7EA686A9E6A34C98,0,250,0x37571C945B9F1E96,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF450,1,0,2,0
0x70F8F2D92031F544,0x196C1FA02668EB4D,0,1250,0x89C5407B545B39A,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF463,1,0,1,0
0x696069D98ED3F228,0x946378A078362B9,0,1500,0x243FE107269BF016,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF469,1,0,2,0
0x51114F6FD577519B,0x5CBDFA8FE857658C,0,1000,0x1731F3C21BFD3FF4,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF466,1,0,2,0
0x503338A31ADADB4C,0x119607358AD0ADF5,0,1000,0x1731F3C21BFD3FF4,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF466,1,0,2,0
0x5818A5515E931441,0x1EE22B08260BFD2,0,1000,0x1731F3C21BFD3FF4,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF466,1,0,2,0
0x6251778E2D3B9A64,0x754CCF41C6FA6EAD,0,750,0x256A8195CF90DEE,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF45F,1,0,2,0
0x64E4E829150D8882,0x6BB91D7AE16BB793,0,1750,0x125783191DB58E0F,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF479,1,0,1,0
0x283455A968205009,0x7A910D220F3767FA,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF440,1,0,2,0
0x1039F56708E1D3E4,0x256728286691B32D,0,1250,0x89C5407B545B39A,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF463,1,0,2,0
0x35A57459D3BDBFA6,0x8930926B44733DF,0,250,0x37571C945B9F1E96,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF450,1,0,1,0
