0x20C3FA24070,0x448210DF69276E85,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA24079,0x7C9EA10BDC0D55E1,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA24082,0x7C9E9E0BDC0D50C8,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA2408B,0x72EC7FEE89889144,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA24094,0x72EC82EE8988965D,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA2409D,0x2F63915E359BDE87,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA240A6,0x2F63925E359BE03A,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA240AF,0x1A0BD84A72D2D98,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA240B8,0x1A0C084A72D32B1,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA240C1,0x3C2EA0AF488A3385,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA240CA,0x3C2E9DAF488A2E6C,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA240D3,0x3C2E9EAF488A301F,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA240DC,0x3C2E9BAF488A2B06,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA240E5,0x332536CC7D0CECB4,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA240EE,0x332539CC7D0CF1CD,0,0,0x5562938AF86028A0,0x2BE5705C42A81BD0,0,0
0x20C3FA240F7,0x1F2548D97C54F94,0,0,0x67F2A8FDB358E5E0,0x6DA6061FD1E081BD,0,0
0x20C3FA24100,0x1BEEBF8DA67D4163,0,4,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA24109,0x62CF96003747A5C7,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24112,0x1CF84100E8F5A362,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA2411B,0x1D394100E92D3A57,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24124,0x1D354300E92954E6,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA2412D,0x35F503D0A1DFED10,0,0,0x67F2A8FDB358E5E0,0x6DA6061FD1E081BD,0,0
0x20C3FA24136,0xD286A83236E1D2B,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA2413F,0xCCC7A83231FD9AE,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24148,0xCC26083231758FB,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24151,0x2E40D727320F0976,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA2415A,0x451748DB21214288,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA24163,0x3F29662158E63790,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA2416C,0x28144F889C261C9A,0,0,0x67F2A8FDB358E5E0,0x1AD656415D50AC75,0,0
0x20C3FA24175,0xC45A307F703AC4F,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA2417E,0x4BF59D3A2A25AEFA,0,1,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24187,0x611626214A26B8F,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24190,0x51357E2E8B27E81,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA24199,0x787B86AAA73D9C8B,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA241A2,0x7F7010305342CD6C,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA241AB,0x54794AE731B4A360,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA241B4,0x4E3A88C5193127BE,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA241BD,0x726F3B8DD773AB2C,0,3,0x67F2A8FDB358E5E0,0x6DA6061FD1E081BD,0,0
0x20C3FA241C6,0x171336F2B47218C2,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA241CF,0xCC13C6CBBED093C,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA241D8,0x6BDDB1A4C33C0199,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA241E1,0x79E4BDC9C4EBA4,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA241EA,0x4ABCC721F3DD987B,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA241F3,0x2384338B95C5DC1D,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA241FC,0x12DFADFB9ACCFEA0,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA24205,0x69C8CFED4FD49F74,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA2420E,0x68D550D620205D79,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24217,0x578C812DF0068561,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24220,0x5C63BD558E18E41C,0,2,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24229,0x78532810F74C6BA5,0,0,0x67F2A8FDB358E5E0,0x1AD656415D50AC75,0,0
0x20C3FA24232,0x39E7E0F3E9D57A1C,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA2423B,0x47AB40D32158E24A,0,5,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24244,0x3C426BBE1DE24994,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA2424D,0xCFEDD820EAF94DF,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24256,0x6CD00D92CE84858F,0,5,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA2425F,0x67116924005B2BF8,0,5,0x20B610205F2C6E01,0x1A7CE19BAA54C278,0,0
0x20C3FA24268,0x76FF8CCDEB1BD6A9,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA24271,0x529118B301667696,0,0,0x67F2A8FDB358E5E0,0x1AD656415D50AC75,0,0
0x20C3FA2427A,0x68AB4EAEED436517,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA24283,0x58BC8D530CFD7588,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA2428C,0x3035E29F358890C0,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA24295,0x555780A380CADE2F,0,1,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA2429E,0x7CF4358FC796649D,0,6,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA242A7,0x19671F23480E1227,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA242B0,0x1926FF2347D7F7D2,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA242B9,0x191C152347CE15AF,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA242C2,0x33D925A67C31268F,0,0,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA242CB,0x53A0B107D90FD9C8,0,4,0x67F2A8FDB358E5E0,0x4CD85DA54E34F20A,0,0
0x20C3FA242D4,0x33F64D66A63093EA,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA242DD,0x34004D66A638E86F,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA242E6,0x33FD3F66A6369ACE,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
0x20C3FA242EF,0x433748EF1C98509,0,0,0x67F2A8FDB358E5E0,0x6DA6061FD1E081BD,0,0
0x20C3FA242F8,0x7C90D120BFCFDAF4,0,0,0x67F2A8FDB358E5E0,0x23631E606828D668,0,0
