0x7C5E6E70E0084F9F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x71C2E63E8AF9D2CD,0,100,100,0,0,0,0,0,0x5E4E7DC4792267A,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x1D7309BD8FD88F90,0,100,100,0,0,0,0,0,0x2550EA4C153DFB9B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x6ED413280EF8ACF3,0,75,75,0,0,0,0,0,0x23F8AB9779D23698,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x6EDB22280EFEE51E,0,50,50,0,0,0,0,0,0x23F8AB9779D23698,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x6ECA27280EF07A6A,0,25,25,0,0,0,0,0,0x23F8AB9779D23698,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x550FA5D5CEA39A1C,0,100,100,0,0,0,0,0,0x6107C5A43F26D52F,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x759BB1EB52F2861D,0,100,100,0,0,0,0,0,0x8457E2B04FDD1E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x16E16024ECC8F854,0,75,75,0,0,0,0,0,0x5C531D1A5BB665D5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x16DAD124ECC399A9,0,50,50,0,0,0,0,0,0x5C531D1A5BB665D5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x16EBD424ECD211F5,0,25,25,0,0,0,0,0,0x5C531D1A5BB665D5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x6AFFC413DE32B204,0,100,100,0,0,0,0,0,0x5714E9BC5A15202D,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x67C94961860DD6F7,0,100,100,0,0,0,0,0,0x56FD67D0BEAF32C6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x28FD8D1146F47CE6,0,75,75,0,0,0,0,0,0xBDB1CFC6331958F,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x29049E1146FAB877,0,50,50,0,0,0,0,0,0xBDB1CFC6331958F,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x28EC991146E61E17,0,25,25,0,0,0,0,0,0xBDB1CFC6331958F,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x4489FF64AF367F19,0,100,100,0,0,0,0,0,0x53E20789D46B084C,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x2AC1A65736ECAEA,0,100,100,0,0,0,0,0,0x4B853E901371EE67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x58C69994991B0EB9,0,75,75,0,0,0,0,0,0x706CDCA33FACB2D2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x58BF90949914E0C0,0,50,50,0,0,0,0,0,0x706CDCA33FACB2D2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x58D7959499297B20,0,25,25,0,0,0,0,0,0x706CDCA33FACB2D2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x46C19016481C7EE6,0,100,100,0,0,0,0,0,0x7ED803492B6BC5A1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x4755D4D69463601B,0,100,100,0,0,0,0,0,0x3AF3F592423E8BF0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3D32B180A8A19302,0,75,75,0,0,0,0,0,0x3B8311D04C1B6993,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x3D393A80A8A6E77B,0,50,50,0,0,0,0,0,0x3B8311D04C1B6993,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x3D3CBD80A8A9FBEB,0,25,25,0,0,0,0,0,0x3B8311D04C1B6993,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x5B54DC17E5A038DD,0,50,50,0,0,0,0,0,0x1DE09DBC99E6A892,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x38084E96FB440E78,0,50,50,0,0,0,0,0,0x13A0889E5A9C36EB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x6B2389C133774453,0,50,50,0,0,0,0,0,0xDA97F8FF4473090,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x6B2A18C1337CA2FE,0,25,25,0,0,0,0,0,0xDA97F8FF4473090,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x6B191DC1336E384A,0,25,25,0,0,0,0,0,0xDA97F8FF4473090,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x5C955C3080CCE079,0,100,100,0,0,0,0,0,0x4F328D20AA0E3E8E,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x55D0586311B92AC8,0,100,100,0,0,0,0,0,0x5793FA26162E61BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x29223A38CDA47407,0,75,75,0,0,0,0,0,0x921F24E86EFE4E0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x29294138CDAA9E9A,0,50,50,0,0,0,0,0,0x921F24E86EFE4E0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x29332E38CDB2D2D6,0,25,25,0,0,0,0,0,0x921F24E86EFE4E0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x737F5F32A9A316B8,0,150,150,0,0,0,0,0,0x5C87FC97EF65F28D,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0x78BB3B77DB72B8A3,0,150,150,0,0,0,0,0,0x11918FDCC7284EEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x1C23127B891D616,0,100,100,0,0,0,0,0,0x5E72CC4FC3B2ABFB,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
