0,0x20C31474A20,0x76699B46353438F6,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0x206FB3C51F589A9C,0x2C00D7D5F116330F,0
0,0x20C31474A20,0x64AFEB627A8AE846,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0x206FB3C51F589A9C,0x2C00D7D5F116330F,0
0,0x20C31474A20,0x7BEDCD40B40E935D,0xD48E5F30CECB510,0x6DA6061FD1E081BD,0,0,0x206FB3C51F589A9C,0x2C00D7D5F116330F,0
0,0x20C31474A20,0x39EBA4F889A0919E,0xD48E5F30CECB510,0x23631E606828D668,0,0,0x206FB3C51F589A9C,0x2C00D7D5F116330F,0
0,0x20C31474A20,0xE7499D2A05FB8CC,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0x206FB3C51F589A9C,0x2C00D7D5F116330F,0
0,0x20C31474A20,0xF51D84327B28C16,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0x206FB3C51F589A9C,0x2C00D7D5F116330F,0
1,0x20C31474A20,0x393AC34315A4BE00,0xD48E5F30CECB510,0x23631E606828D668,0,1,0,0,0
2,0x20C31474A20,0x7F39F3C2811A03BC,0xD48E5F30CECB510,0x23631E606828D668,0,0,0,0,0
3,0x20C31474A20,0x50F7C40384C7D7DC,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0,0,0
4,0x20C31474A20,0x3FFEA0B73A14D91E,0xD48E5F30CECB510,0x6DA6061FD1E081BD,0,0,0,0,0
5,0x20C31474A20,0x5BE69CC623F0A9ED,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0,0x2C00D7D5F116330F,0
6,0x20C31474A20,0x359F2EE0E8CB35E3,0x75A5FB9B890AD416,0x4CD85DA54E34F20A,0,2,0,0,0
7,0x20C31474A20,0x466AE2E968481C13,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0,0,0
8,0x20C31474A20,0x4A11730FF02C8F9C,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0,0,90080
8,0x20C31474A20,0x7F39F1C2811A0056,0x6E2E66060A72F89C,0x6DA6061FD1E081BD,0,0,0,0,90080
9,0x20C31474A20,0x1258C53760D4C62A,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0,0,0
10,0x20C31474A20,0x1A98FEC5B4F201A5,0xD48E5F30CECB510,0x6DA6061FD1E081BD,0,0,0,0x2C00D7D5F116330F,0
11,0x20C31474A20,0x449720DD6E6FA86F,0xD48E5F30CECB510,0x6DA6061FD1E081BD,0,2,0,0,0
12,0x20C31474A20,0x359F2EE0E8CB35E3,0x75A5FB9B890AD416,0x4CD85DA54E34F20A,0,0,0,0,0
13,0x20C31474A20,0x50F7C40384C7D7DC,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0,0,0
14,0x20C31474A20,0x35ACB9B93189FD56,0xD48E5F30CECB510,0x6DA6061FD1E081BD,0,0,0,0,0
15,0x20C31474A20,0x19A1F58DA9B48DAE,0xD48E5F30CECB510,0x1A7CE19BAA54C278,0,1,0x206FB3C51F589A9C,0x2C00D7D5F116330F,0
16,0x20C31474A20,0x4AC4D641207E7396,0xD48E5F30CECB510,0x23631E606828D668,0,0,0,0x2C00D7D5F116330F,0
17,0x20C31474A20,0x359F2EE0E8CB35E3,0x75A5FB9B890AD416,0x4CD85DA54E34F20A,0,0,0,0,0
18,0x20C31474A20,0x4C418C506E804A2C,0xD48E5F30CECB510,0x23631E606828D668,0,0,0,0x2C00D7D5F116330F,0
19,0x20C31474A20,0x274C412EAEEFC3,0xD48E5F30CECB510,0x4CD85DA54E34F20A,0,0,0,0,0
20,0x20C31474A20,0x5C30981BF0DF1994,0xD48E5F30CECB510,0x6DA6061FD1E081BD,0,0,0,0x2C00D7D5F116330F,0
