550,0,1,0x7FB43557B54149CE,0x12EBD02003C58809,0x2B757F4F7113F5E8,1000,0,0,0,0,0,0x3C210E70B7D44630,0,0,0,0x45604809DA7A7362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,0,5,0x7FB43557B54149CE,0x40C259A28BC275BA,0x141F6D54019DE627,1000,0,0,0,0,0,0x42828E19D7A3E7F9,0,0,0,0x45604809DA7A7362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,0,7,0x7FB43557B54149CE,0x203F53D43E7B5525,0x3B26E794268FB7CC,1000,0,0,0,0,0,0x4D84EF717C707A34,0,0,0,0x45604809DA7A7362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,0,25,0x7FB43557B54149CE,0x558F7942E2401EFF,0x6E30D5144DE5679A,1000,0,0,0,0,0,0x2713E6CD6E5DFB2A,0,0,0,0x45604809DA7A7362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,0,1,0x7FB43557B54149CE,0x174ECA25428CFDD3,0x39D10E566E3F14CC,2500,0,0,0,0,0,0x88F5FC884C37134,0,0,0,0x76E9DD347FB94A67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,0,1,0x7FB43557B54149CE,0x37FF3A21D194B40C,0x3286411C93B57D53,5000,0,0,0,0,0,0x529AC2FEFB132005,0,0,0,0x38877382FA1B162E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,0,1,0x7FB43557B54149CE,0x40199F1BFB79141D,0x2A1CE2B60155545A,7500,0,0,0,0,0,0x3AE1809744B5D9F3,0,0,0,0x64282326A13D18C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,0,1,0x7FB43557B54149CE,0x6DEE1F7A2CF24F0A,0x4504340E77606D3F,2500,0,0,0,0,0,0x20B4CE1D9F1A3D11,0,0,0,0x76E9DD347FB94A67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,0,1,0x7FB43557B54149CE,0x5E2D0A6005F8BB7F,0x12A17FC80265CD8A,5000,0,0,0,0,0,0x69C0A2F39945083A,0,0,0,0x38877382FA1B162E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0,1,0x7FB43557B54149CE,0x567E99C4A5FB9FC8,0x6E6E9A2D65701359,7500,0,0,0,0,0,0x3AE1809744B5D9F3,0,0,0,0x64282326A13D18C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0,1,0x7FB43557B54149CE,0x768A330EC53898C9,0x7E15D4C9BECB45D0,2500,0,0,0,0,0,0x5B341FE8C6FE6EF8,0,0,0,0x76E9DD347FB94A67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,0,1,0x7FB43557B54149CE,0xE7080A2E314B310,0x1B3D935C9AAC1749,5000,0,0,0,0,0,0x2C5FFBD9A9970103,0,0,0,0x38877382FA1B162E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,0,1,0x7FB43557B54149CE,0x43C2B3A0DFC9BAB3,0x5FB764A5A31BB906,7500,0,0,0,0,0,0x773B516A66E503F6,0,0,0,0x64282326A13D18C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,0,1,0x7FB43557B54149CE,0x3AECBF73CEECADAA,0x2DBFAC8D56D7BF9F,2500,0,0,0,0,0,0x31BE4A69F8B5FB31,0,0,0,0x76E9DD347FB94A67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,0,1,0x7FB43557B54149CE,0x149F5861932281DF,0x5FA01FC1A4602C2A,5000,0,0,0,0,0,0x7035025D03CDE61A,0,0,0,0x38877382FA1B162E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,0,1,0x7FB43557B54149CE,0x4FB345DDD49A654C,0xAABBEEDF384A245,7500,0,0,0,0,0,0x493F111CCC25300F,0,0,0,0x64282326A13D18C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,0,1,0x7FB43557B54149CE,0x77FDC1340A34667D,0x726645F0AB4417E,2500,0,0,0,0,0,0x59108E492D174ACE,0,0,0,0x76E9DD347FB94A67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,0,1,0x7FB43557B54149CE,0x78912627D043BE,0x1B761CAE052ADFD,5000,0,0,0,0,0,0x5F49F009DE54C047,0,0,0,0x38877382FA1B162E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,0,1,0x7FB43557B54149CE,0x15A7D102D2EDB893,0xC006DD57DD8C7D8,7500,0,0,0,0,0,0x771974E2EA5E1DC0,0,0,0,0x64282326A13D18C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,0,1,0x7FB43557B54149CE,0x2ADDA7CD2B43FFAA,0x6341B63A1FBA60E1,2500,0,0,0,0,0,0x6F0149A020B2801B,0,0,0,0x76E9DD347FB94A67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,0,1,0x7FB43557B54149CE,0x1404F61A3C181B21,0x612B156098C7B2A,5000,0,0,0,0,0,0x364E91E3DDA6731A,0,0,0,0x38877382FA1B162E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,0,1,0x7FB43557B54149CE,0x5014636A724F5C14,0x6AB499725F85885F,7500,0,0,0,0,0,0x65F0E3A4FA0323F1,0,0,0,0x64282326A13D18C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,0,1,0x7FB43557B54149CE,0x66EE2888BD7DDB12,0x6E0EC8FF7FD7842B,2500,0,0,0,0,0,0x6CB936F16EB2337D,0,0,0,0x76E9DD347FB94A67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,0,1,0x7FB43557B54149CE,0x7E1412CACB1D2D6B,0x2A88DC1A72A7B592,5000,0,0,0,0,0,0x57DCC4B0882189C2,0,0,0,0x38877382FA1B162E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,0,1,0x7FB43557B54149CE,0x525FC5DF1C43AFE4,0x6928E668EC3B7259,7500,0,0,0,0,0,0x70481D91EBB196F3,0,0,0,0x64282326A13D18C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
