1,1000,0x3F800000,0x3F800000,0x3F800000,0x3FC74520,0x400F4ED2,0x3FF31BA0,0x400E79E8,0x3F260DD6,0x3F8BA2E9,0x3FB7196E,0x3FC415CA,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1000,0x3F800000,0x3F800000,0x3F800000,0x3FE33176,0x400809E5,0x402409F1,0x401364D9,0x3F4415CA,0x3F8EE23C,0x3FB38850,0x3FB851EC,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1000,0x3F800000,0x3F800000,0x3F800000,0x3FDC2E5B,0x400D8B83,0x400F4ED2,0x40355555,0x3F25294A,0x3F8CEADD,0x3FBC567F,0x3FC743CE,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1000,0x3F800000,0x3F800000,0x3F800000,0x3FBEBEBF,0x40025ED1,0x4000FA23,0x40168A77,0x3F1D89D9,0x3F99999A,0x3F9F1454,0x3FA6CE31,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1000,0x3F800000,0x3F800000,0x3F800000,0x3FBBBBBC,0x3FF4DE9C,0x3FFBFDB6,0x4012AAAB,0x3F19999A,0x3F75C28F,0x3F91840B,0x3F9854A1,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1000,0x3F800000,0x3F800000,0x3F800000,0x3FD6E021,0x400C6E32,0x4004FA50,0x400F2FBB,0x3F34B4B5,0x3F9D89D9,0x3FCB4B4B,0x3FBFCCDA,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1000,0x3F800000,0x3F800000,0x3F800000,0x3FCF5019,0x4018375A,0x400A40D4,0x401F92C6,0x3F4CCCCD,0x3FBA2E8C,0x3FF1ADA6,0x3FF768CE,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1000,0x3F800000,0x3F800000,0x3F800000,0x3F2CC2C0,0x3F9435E5,0x3FC00000,0x3FDE9BD3,0x3EEB9534,0x3F4A1AF3,0x3F82E8BA,0x3F97C756,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1000,0x3F800000,0x3F800000,0x3F800000,0x3FC74520,0x400F4ED2,0x3FF31BA0,0x400E79E8,0x3F260DD6,0x3F8BA2E9,0x3FB7196E,0x3FC415CA,0x3F800000,0x3F800000,0x3F800000,0x3F800000,100,0x3F800000,0x3F800000,0x3F800000,0x3F400000,0x3F400000,0x3F400000,0x3F400000,0x3F000000,0x3F000000,0x3F000000,0x3F000000,0x3F800000,0x3F800000,0x3F800000,0x3F800000
2,1500,0x3F800000,0x3F800000,0x3F800000,0x3FC118DE,0x40106907,0x401265C6,0x40168A77,0x3F4DB6DB,0x3FAD3BAB,0x3FE1E1E2,0x3FF286BD,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1500,0x3F800000,0x3F800000,0x3F800000,0x3FDB6DB7,0x400B0FCD,0x401DC255,0x402B7CB8,0x3F7286BD,0x3FB13B14,0x3FDD89D9,0x3FE41E6A,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1500,0x3F800000,0x3F800000,0x3F800000,0x3FE61FEE,0x400A7DE7,0x401AECF2,0x401F92C6,0x3F4C9E3D,0x3FAECF71,0x3FE84211,0x3FF66AC8,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1500,0x3F800000,0x3F800000,0x3F800000,0x3FC63A4D,0x4008247A,0x4029DA9E,0x40274981,0x3F434116,0x3FBE69C9,0x3FC49648,0x3FCEA303,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1500,0x3F800000,0x3F800000,0x3F800000,0x3FAC687D,0x400C6E32,0x40438E39,0x402B7CB8,0x3F3E69C9,0x3F989531,0x3FB40000,0x3FBCDA3B,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1500,0x3F800000,0x3F800000,0x3F800000,0x3FD73C55,0x401C71C7,0x4020AC34,0x4013C0CA,0x3F5FB077,0x3FC34116,0x3FFA6F4E,0x3FED47FA,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1500,0x3F800000,0x3F800000,0x3F800000,0x3FD097B4,0x4002CC3E,0x40196F97,0x400DAF7F,0x3F7D2FD3,0x3FE66666,0x40147420,0x40189531,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1500,0x3F800000,0x3F800000,0x3F800000,0x3F2CC2C0,0x3F8D81EE,0x3FB17A9F,0x3FCD8C25,0x3EEB9534,0x3F40F6FF,0x3F72044D,0x3F8C255F,0x3F800000,0x3F800000,0x3F800000,0x3F800000,1500,0x3F800000,0x3F800000,0x3F800000,0x3FC118DE,0x40106907,0x401265C6,0x40168A77,0x3F4DB6DB,0x3FAD3BAB,0x3FE1E1E2,0x3FF286BD,0x3F800000,0x3F800000,0x3F800000,0x3F800000,200,0x3F800000,0x3F800000,0x3F800000,0x3F400000,0x3F400000,0x3F400000,0x3F400000,0x3F000000,0x3F000000,0x3F000000,0x3F000000,0x3F800000,0x3F800000,0x3F800000,0x3F800000
3,2000,0x3F800000,0x3F800000,0x3F800000,0x3FAB8872,0x3FFB4BED,0x40106907,0x40250A51,0x3F4BE4D0,0x3FABF0B7,0x3FDEF7BE,0x3FF00000,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2000,0x3F800000,0x3F800000,0x3F800000,0x3FC63A4D,0x3FF1C71C,0x4016DB6E,0x403643EF,0x3F700000,0x3FAFE0BC,0x3FDABBF3,0x3FE1E1E2,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2000,0x3F800000,0x3F800000,0x3F800000,0x3FE70E71,0x3FFF513D,0x401F92C6,0x401A9A9B,0x3F4AD120,0x3FAD7E75,0x3FE52D7F,0x3FF3CF3D,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2000,0x3F800000,0x3F800000,0x3F800000,0x3FBF5212,0x401C71C7,0x4039AB9B,0x40400000,0x3F419D0B,0x3FBCDA3B,0x3FC2602E,0x3FCCCCCD,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2000,0x3F800000,0x3F800000,0x3F800000,0x3FAC8300,0x4013D24F,0x402D26F0,0x4031DA46,0x3F3CDA3B,0x3F979436,0x3FB224F3,0x3FBB512C,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2000,0x3F800000,0x3F800000,0x3F800000,0x3FD097B4,0x401F656F,0x402638E4,0x401C71C7,0x3F5D89D9,0x3FC19D0B,0x3FF6DB6E,0x3FEADCC5,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2000,0x3F800000,0x3F800000,0x3F800000,0x3FB60B61,0x4002CC3E,0x40106907,0x401AD4E5,0x3F7A6F4E,0x3FE41E6A,0x4011F22A,0x40169697,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2000,0x3F800000,0x3F800000,0x3F800000,0x3F20EA0F,0x3F8D81EE,0x3FA8F5C3,0x3FC92492,0x3EDB6DB7,0x3F40F6FF,0x3F666666,0x3F892492,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2000,0x3F800000,0x3F800000,0x3F800000,0x3FAB8872,0x3FFB4BED,0x40106907,0x40250A51,0x3F4BE4D0,0x3FABF0B7,0x3FDEF7BE,0x3FF00000,0x3F800000,0x3F800000,0x3F800000,0x3F800000,300,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0x3F266666,0x3F266666,0x3F266666,0x3F266666,0x3F800000,0x3F800000,0x3F800000,0x3F800000
4,2500,0x3F800000,0x3F800000,0x3F800000,0x3F9435E5,0x3FFA4FA5,0x40216D40,0x402E2F81,0x3F4A1AF3,0x3FAAAAAB,0x3FDC209D,0x3FED8699,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FAE2F81,0x40000000,0x401E6666,0x402409F1,0x3F6D8699,0x3FAE8BA3,0x3FD80000,0x3FDFB077,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F936F3F,0x3FFC8E5A,0x4025DD27,0x4030EBE5,0x3F490C10,0x3FAC3283,0x3FE22D92,0x3FF141AD,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8CCCCD,0x40095DA9,0x400CF4E5,0x4014DD0A,0x3F400000,0x3FBB512C,0x3FC036AD,0x3FCAFEDF,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F895DA9,0x3FDCDCDD,0x40014E5E,0x40084211,0x3F3B512C,0x3F969697,0x3FB05398,0x3FB9CE74,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FA0EA0F,0x400CCCCD,0x40327A97,0x402A7E94,0x3F5B6DB7,0x3FC00000,0x3FF3615A,0x3FE87E10,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FB5AD6B,0x4025A5A6,0x40527F93,0x405A034E,0x3F77BDEF,0x3FE1E1E2,0x400F8587,0x4014A529,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F20EA0F,0x3F800000,0x3FA8F5C3,0x3FC92492,0x3EDB6DB7,0x3F2E8BA3,0x3F666666,0x3F892492,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F9435E5,0x3FFA4FA5,0x40216D40,0x402E2F81,0x3F4A1AF3,0x3FAAAAAB,0x3FDC209D,0x3FED8699,0x3F800000,0x3F800000,0x3F800000,0x3F800000,400,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0x3F266666,0x3F266666,0x3F266666,0x3F266666,0x3F800000,0x3F800000,0x3F800000,0x3F800000
5,2500,0x3F800000,0x3F800000,0x3F800000,0x3F92EBF7,0x3FF87878,0x401F656F,0x402C687D,0x3F48590B,0x3FA96969,0x3FD95BC6,0x3FEB1A1F,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FAC687D,0x3FFE1340,0x401C71C7,0x40227627,0x3F6B1A1F,0x3FAD3BAB,0x3FD55555,0x3FDD89D9,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F9228BF,0x3FFAAEB8,0x4023B88F,0x402F168D,0x3F474ED6,0x3FAAEB7D,0x3FDF417D,0x3FEEC1A8,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8BA2E9,0x40084211,0x400B67EC,0x40139036,0x3F3E69C9,0x3FB9CE74,0x3FBE1959,0x3FC93903,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F884211,0x3FDB6DB7,0x40000000,0x40072B02,0x3F39CE74,0x3F959C42,0x3FAE8BA3,0x3FB851EC,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F9F656F,0x400BA2E9,0x40300000,0x4028CA8D,0x3F595BC6,0x3FBE69C9,0x3FF00000,0x3FE62B7A,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FB3BEA3,0x402409F1,0x404F0F0F,0x40573C55,0x3F751B3C,0x3FDFB077,0x400D2D2D,0x4012C068,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F20EA0F,0x3F800000,0x3FA8F5C3,0x3FC92492,0x3EDB6DB7,0x3F2E8BA3,0x3F666666,0x3F892492,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F92EBF7,0x3FF87878,0x401F656F,0x402C687D,0x3F48590B,0x3FA96969,0x3FD95BC6,0x3FEB1A1F,0x3F800000,0x3F800000,0x3F800000,0x3F800000,500,0x3F800000,0x3F800000,0x3F800000,0x3F99999A,0x3F99999A,0x3F99999A,0x3F99999A,0x3F400000,0x3F400000,0x3F400000,0x3F400000,0x3F800000,0x3F800000,0x3F800000,0x3F800000
6,2500,0x3F800000,0x3F800000,0x3F800000,0x3F91A7B9,0x3FF6A82D,0x401D6A89,0x402AAAAB,0x3F469EE6,0x3FA82CD9,0x3FD6A88C,0x3FE8BA2F,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FAAAAAB,0x3FFC2DDA,0x401A895E,0x4020EA0F,0x3F68BA2F,0x3FABF0B7,0x3FD2BB51,0x3FDB6DB7,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F90E7D9,0x3FF8D626,0x4021A1F6,0x402D4AD5,0x3F459940,0x3FA9A949,0x3FDC687D,0x3FEC4EC5,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8A7DE7,0x40072B02,0x4009E396,0x40124925,0x3F3CDA3B,0x3FB851EC,0x3FBC07CD,0x3FC77B03,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F872B02,0x3FDA034E,0x3FFD70A4,0x40061862,0x3F3851EC,0x3F94A529,0x3FACCCCD,0x3FB6DB6E,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F9DE813,0x400A7DE7,0x402D96CB,0x40271F25,0x3F5753BD,0x3FBCDA3B,0x3FECB65B,0x3FE3E4A7,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FB1DA46,0x40227627,0x404BBADB,0x4054873F,0x3F7286BD,0x3FDD89D9,0x400AE821,0x4010E7D9,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F20EA0F,0x3F800000,0x3FA8F5C3,0x3FC92492,0x3EDB6DB7,0x3F2E8BA3,0x3F666666,0x3F892492,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F91A7B9,0x3FF6A82D,0x401D6A89,0x402AAAAB,0x3F469EE6,0x3FA82CD9,0x3FD6A88C,0x3FE8BA2F,0x3F800000,0x3F800000,0x3F800000,0x3F800000,750,0x3F800000,0x3F800000,0x3F800000,0x3F99999A,0x3F99999A,0x3F99999A,0x3F99999A,0x3F400000,0x3F400000,0x3F400000,0x3F400000,0x3F800000,0x3F800000,0x3F800000,0x3F800000
7,2500,0x3F800000,0x3F800000,0x3F800000,0x3F906907,0x3FF4DE9C,0x401B7C13,0x4028F5C3,0x3F44EC4F,0x3FA6F4DF,0x3FD40648,0x3FE66666,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FA8F5C3,0x3FFA4FA5,0x4018ACB9,0x401F656F,0x3F666666,0x3FAAAAAB,0x3FD03159,0x3FD95BC6,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8FAC68,0x3FF7047E,0x401F98D4,0x402B8872,0x3F43EB1A,0x3FA86BCA,0x3FD9A1DB,0x3FE9E89C,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F895DA9,0x40061862,0x4008679D,0x401107B1,0x3F3B512C,0x3FB6DB6E,0x3FBA01A7,0x3FC5C4AB,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F861862,0x3FD89D8A,0x3FFAEE42,0x40050A14,0x3F36DB6E,0x3F93B13B,0x3FAB16D0,0x3FB56AD6,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F9C71C7,0x40095DA9,0x402B3E45,0x40257C1D,0x3F555555,0x3FBB512C,0x3FE98376,0x3FE1A93F,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FB00000,0x4020EA0F,0x4048819F,0x4051E361,0x3F700000,0x3FDB6DB7,0x4008B578,0x400F1B08,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F1435E5,0x3F6FA8DA,0x3F9F656F,0x3FBEEA4E,0x3ECA1AF3,0x3F23677D,0x3F595BC6,0x3F822B64,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F906907,0x3FF4DE9C,0x401B7C13,0x4028F5C3,0x3F44EC4F,0x3FA6F4DF,0x3FD40648,0x3FE66666,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8F2FBB,0x3FF31BA0,0x4019999A,0x40274981,0x3F434116,0x3FA5C162,0x3FD1745D,0x3FE41E6A,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FA74981,0x3FF87878,0x4016DB6E,0x401DE813,0x3F641E6A,0x3FA96969,0x3FCDB6DB,0x3FD753BD,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8E7649,0x3FF53997,0x401D9CA8,0x4029CF1E,0x3F424436,0x3FA732E7,0x3FD6ECE5,0x3FE78ECB,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F884211,0x40050A14,0x4006F3BB,0x400FCBB6,0x3F39CE74,0x3FB56AD6,0x3FB8068B,0x3FC415CA,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F850A14,0x3FD73C55,0x3FF87878,0x40040000,0x3F356AD6,0x3F92C068,0x3FA96969,0x3FB40000,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F9B0259,0x40084211,0x4028F5C3,0x4023E136,0x3F53604B,0x3FB9CE74,0x3FE66666,0x3FDF78EC,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FAE2F81,0x401F656F,0x40456218,0x404F5019,0x3F6D8699,0x3FD95BC6,0x40069456,0x400D5985,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F1435E5,0x3F6147AE,0x3F9F656F,0x3FBEEA4E,0x3ECA1AF3,0x3F19999A,0x3F595BC6,0x3F822B64,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8F2FBB,0x3FF31BA0,0x4019999A,0x40274981,0x3F434116,0x3FA5C162,0x3FD1745D,0x3FE41E6A,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8DFBB3,0x3FF15F16,0x4017C2AF,0x4025A5A6,0x3F419D0B,0x3FA49249,0x3FCEF234,0x3FE1E1E2,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FA5A5A6,0x3FF6A82D,0x40151515,0x401C71C7,0x3F61E1E2,0x3FA82CD9,0x3FCB4B4B,0x3FD55555,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8D455A,0x3FF3754D,0x401BACF9,0x40281E91,0x3F40A463,0x3FA5FE86,0x3FD448F7,0x3FE540F5,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F872B02,0x40040000,0x400587B0,0x400E9510,0x3F3851EC,0x3FB40000,0x3FB6161F,0x3FC26E2D,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F840000,0x3FD5DF98,0x3FF60EEA,0x4002FA0C,0x3F340000,0x3F91D2A2,0x3FA7C459,0x3FB29ACA,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F99999A,0x40072B02,0x4026BCA2,0x40224E34,0x3F51745D,0x3FB851EC,0x3FE35E51,0x3FDD535E,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FAC687D,0x401DE813,0x40425B18,0x404CCCCD,0x3F6B1A1F,0x3FD753BD,0x400483ED,0x400BA2E9,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F1435E5,0x3F6147AE,0x3F9F656F,0x3FBEEA4E,0x3ECA1AF3,0x3F19999A,0x3F595BC6,0x3F822B64,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8DFBB3,0x3FF15F16,0x4017C2AF,0x4025A5A6,0x3F419D0B,0x3FA49249,0x3FCEF234,0x3FE1E1E2,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8CCCCD,0x3FEFA8DA,0x4015F6E9,0x402409F1,0x3F400000,0x3FA3677D,0x3FCC7F3E,0x3FDFB077,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FA409F1,0x3FF4DE9C,0x4013594D,0x401B0259,0x3F5FB077,0x3FA6F4DF,0x3FC8EE24,0x3FD3604B,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8C1979,0x3FF1B77C,0x4019C952,0x4026768B,0x3F3F0B76,0x3FA4CE8F,0x3FD1B570,0x3FE2FEBD,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F861862,0x4002FA0C,0x4004233D,0x400D639D,0x3F36DB6E,0x3FB29ACA,0x3FB4300D,0x3FC0CDA8,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F82FA0C,0x3FD4873F,0x3FF3B13B,0x4001F820,0x3F329ACA,0x3F90E7D9,0x3FA62762,0x3FB13B14,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F98375A,0x40061862,0x40249249,0x4020C2DD,0x3F4F914C,0x3FB6DB6E,0x3FE06A64,0x3FDB3844,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3FAAAAAB,0x401C71C7,0x403F6B81,0x404A58E9,0x3F68BA2F,0x3FD55555,0x4002837B,0x4009F6CD,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F1435E5,0x3F6147AE,0x3F9F656F,0x3FBEEA4E,0x3ECA1AF3,0x3F19999A,0x3F595BC6,0x3F822B64,0x3F800000,0x3F800000,0x3F800000,0x3F800000,2500,0x3F800000,0x3F800000,0x3F800000,0x3F8CCCCD,0x3FEFA8DA,0x4015F6E9,0x402409F1,0x3F400000,0x3FA3677D,0x3FCC7F3E,0x3FDFB077,0x3F800000,0x3F800000,0x3F800000,0x3F800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
